base_id,before_sample_id,after_sample_id,patch_row,patch_col,before_cell_count,before_soma_area_mean,before_soma_area_total,before_perimeter_mean,before_circularity_mean,before_eccentricity_mean,before_solidity_mean,before_neurite_length,before_branch_count,before_neurite_density,after_cell_count,after_soma_area_mean,after_soma_area_total,after_perimeter_mean,after_circularity_mean,after_eccentricity_mean,after_solidity_mean,after_neurite_length,after_branch_count,after_neurite_density,delta_cell_count,delta_soma_area_mean,delta_soma_area_total,delta_perimeter_mean,delta_circularity_mean,delta_eccentricity_mean,delta_solidity_mean,delta_neurite_length,delta_branch_count,delta_neurite_density,concentration,label,is_synthetic
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,0,0,7,420.2857142857143,2942.0,99.35461754020118,0.5385375737076807,0.7505774646232648,0.8647611043536202,365,73,0.12406526172671652,5,666.4,3332.0,138.8195092941116,0.4532350903900337,0.7258614180956169,0.8078372998447595,380,83,0.11404561824729892,-2.0,246.1142857142857,390.0,39.464891753910436,-0.08530248331764706,-0.024716046527647917,-0.0569238045088607,15.0,10.0,-0.010019643479417598,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,0,0,7,420.2857142857143,2942.0,99.35461754020118,0.5385375737076807,0.7505774646232648,0.8647611043536202,365,73,0.12406526172671652,3,987.0,2961.0,287.3265991548222,0.21615123396488164,0.7573015318356267,0.674893320848922,513,124,0.17325227963525835,-4.0,566.7142857142858,19.0,187.97198161462103,-0.32238633974279907,0.0067240672123618506,-0.18986778350469824,148.0,51.0,0.04918701790854184,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,0,0,7,420.2857142857143,2942.0,99.35461754020118,0.5385375737076807,0.7505774646232648,0.8647611043536202,365,73,0.12406526172671652,2,522.5,1045.0,191.50661966467317,0.1705132418272166,0.8700057077359968,0.5482441020017484,255,70,0.24401913875598086,-5.0,102.21428571428572,-1897.0,92.15200212447199,-0.36802433188046413,0.11942824311273204,-0.31651700235187175,-110.0,-3.0,0.11995387702926434,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,0,0,7,420.2857142857143,2942.0,99.35461754020118,0.5385375737076807,0.7505774646232648,0.8647611043536202,365,73,0.12406526172671652,3,399.3333333333333,1198.0,151.06566850447328,0.20527516236505783,0.7901628557932203,0.619985478651893,290,80,0.24207011686143573,-4.0,-20.952380952380963,-1744.0,51.711050964272104,-0.3332624113426229,0.03958539116995552,-0.24477562570172717,-75.0,7.0,0.11800485513471921,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d20h00m_1_pre,0,0,7,420.2857142857143,2942.0,99.35461754020118,0.5385375737076807,0.7505774646232648,0.8647611043536202,365,73,0.12406526172671652,1,427.0,427.0,116.77564927611034,0.3934895088220508,0.654697654476902,0.8455445544554455,71,11,0.16627634660421545,-6.0,6.714285714285722,-2515.0,17.421031735909168,-0.14504806488562993,-0.09587981014636282,-0.019216549898174673,-294.0,-62.0,0.04221108487749893,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,0,0,7,420.2857142857143,2942.0,99.35461754020118,0.5385375737076807,0.7505774646232648,0.8647611043536202,365,73,0.12406526172671652,1,206.0,206.0,88.76955262170046,0.3285103236604892,0.7948760382226112,0.64375,49,12,0.23786407766990292,-6.0,-214.28571428571428,-2736.0,-10.58506491850072,-0.21002725004719153,0.044298573599346414,-0.22101110435362015,-316.0,-61.0,0.1137988159431864,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,0,1,3,465.3333333333333,1396.0,100.30018031904608,0.5691817828829423,0.6627001168259493,0.8560328312974552,200,51,0.14326647564469913,1,877.0,877.0,175.23149339882607,0.35890964800370934,0.6213099494092261,0.7754199823165341,172,44,0.1961231470923603,-2.0,411.6666666666667,-519.0,74.93131307978,-0.21027213487923296,-0.04139016741672319,-0.08061284898092114,-28.0,-7.0,0.05285667144766118,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,0,1,3,465.3333333333333,1396.0,100.30018031904608,0.5691817828829423,0.6627001168259493,0.8560328312974552,200,51,0.14326647564469913,2,643.0,1286.0,107.20458146424488,0.6215386002784541,0.75594597525304,0.8739477250185099,115,17,0.08942457231726283,-1.0,177.66666666666669,-110.0,6.904401145198804,0.05235681739551179,0.09324585842709066,0.017914893721054703,-85.0,-34.0,-0.0538419033274363,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,0,1,3,465.3333333333333,1396.0,100.30018031904608,0.5691817828829423,0.6627001168259493,0.8560328312974552,200,51,0.14326647564469913,2,935.0,1870.0,207.42388155425118,0.33779329948644554,0.8415160271019773,0.7851739063006669,256,52,0.13689839572192514,-1.0,469.6666666666667,474.0,107.1237012352051,-0.23138848339649676,0.17881591027602795,-0.07085892499678836,56.0,1.0,-0.006368079922773995,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,0,1,3,465.3333333333333,1396.0,100.30018031904608,0.5691817828829423,0.6627001168259493,0.8560328312974552,200,51,0.14326647564469913,2,1021.0,2042.0,228.2731239591687,0.29160834666964264,0.8115183372340737,0.7456355354313461,308,69,0.15083251714005877,-1.0,555.6666666666667,646.0,127.97294364012261,-0.27757343621329966,0.14881822040812442,-0.11039729586610914,108.0,18.0,0.007566041495359638,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d20h00m_1_pre,0,1,3,465.3333333333333,1396.0,100.30018031904608,0.5691817828829423,0.6627001168259493,0.8560328312974552,200,51,0.14326647564469913,4,597.25,2389.0,153.8200666585263,0.28852966218997167,0.7945519839696629,0.7238885294982773,397,97,0.16617831728756802,1.0,131.91666666666669,993.0,53.51988633948021,-0.28065212069297063,0.13185186714371355,-0.1321443017991779,197.0,46.0,0.022911841642868885,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,0,1,3,465.3333333333333,1396.0,100.30018031904608,0.5691817828829423,0.6627001168259493,0.8560328312974552,200,51,0.14326647564469913,2,824.5,1649.0,224.94774516162744,0.1916384164194293,0.8652933810386023,0.5500415993937198,286,68,0.17343844754396603,-1.0,359.1666666666667,253.0,124.64756484258136,-0.377543366463513,0.202593264212653,-0.30599123190373545,86.0,17.0,0.030171971899266903,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,0,2,5,504.0,2520.0,114.54011537017762,0.5628554801581682,0.7732048060082519,0.8616632855395945,313,67,0.12420634920634921,5,716.2,3581.0,121.87026688919411,0.6013202685410441,0.7559817574177152,0.9033874185931563,291,49,0.08126221725774924,0.0,212.20000000000005,1061.0,7.330151519016496,0.038464788382875925,-0.017223048590536694,0.04172413305356182,-22.0,-18.0,-0.04294413194859997,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,0,2,5,504.0,2520.0,114.54011537017762,0.5628554801581682,0.7732048060082519,0.8616632855395945,313,67,0.12420634920634921,5,720.0,3600.0,145.07514421272202,0.42752730505879183,0.8362841722909178,0.8104344956402647,386,49,0.10722222222222222,0.0,216.0,1080.0,30.535028842544406,-0.1353281750993764,0.06307936628266586,-0.051228789899329774,73.0,-18.0,-0.01698412698412699,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,0,2,5,504.0,2520.0,114.54011537017762,0.5628554801581682,0.7732048060082519,0.8616632855395945,313,67,0.12420634920634921,4,935.25,3741.0,190.1116972188689,0.3250413153279423,0.858260157847841,0.6893832699855044,400,40,0.10692328254477412,-1.0,431.25,1221.0,75.57158184869128,-0.23781416483022594,0.08505535183958912,-0.17228001555409012,87.0,-27.0,-0.017283066661575086,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,0,2,5,504.0,2520.0,114.54011537017762,0.5628554801581682,0.7732048060082519,0.8616632855395945,313,67,0.12420634920634921,4,893.0,3572.0,241.17540571785364,0.22692621123863882,0.8798449774413867,0.5815973671414025,564,106,0.15789473684210525,-1.0,389.0,1052.0,126.63529034767602,-0.3359292689195294,0.10664017143313476,-0.28006591839819195,251.0,39.0,0.033688387635756045,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d20h00m_1_pre,0,2,5,504.0,2520.0,114.54011537017762,0.5628554801581682,0.7732048060082519,0.8616632855395945,313,67,0.12420634920634921,4,802.75,3211.0,234.4979976933216,0.21152980453574258,0.7953219301017245,0.571791689295151,527,114,0.1641233260666459,-1.0,298.75,691.0,119.95788232314398,-0.35132567562242567,0.02211712409347255,-0.2898715962444435,214.0,47.0,0.03991697686029669,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,0,2,5,504.0,2520.0,114.54011537017762,0.5628554801581682,0.7732048060082519,0.8616632855395945,313,67,0.12420634920634921,3,714.0,2142.0,304.3364115719965,0.10417084153337026,0.7652274436373508,0.41044505887131283,524,133,0.2446311858076564,-2.0,210.0,-378.0,189.7962962018189,-0.45868463862479797,-0.007977362370901075,-0.45121822666828165,211.0,66.0,0.12042483660130718,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,1,0,7,538.7142857142857,3771.0,115.09428461586742,0.5209939576402876,0.7483600731375392,0.8670199120193846,450,93,0.11933174224343675,6,588.8333333333334,3533.0,138.46905354060377,0.376652103129767,0.7076810053536914,0.7748554159237301,518,114,0.14661760543447494,-1.0,50.119047619047706,-238.0,23.374768924736344,-0.14434185451052056,-0.04067906778384778,-0.09216449609565447,68.0,21.0,0.027285863191038193,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,1,0,7,538.7142857142857,3771.0,115.09428461586742,0.5209939576402876,0.7483600731375392,0.8670199120193846,450,93,0.11933174224343675,6,492.0,2952.0,150.9602572324978,0.3530571571350838,0.8058091303914193,0.7386498658929735,551,138,0.18665311653116531,-1.0,-46.714285714285666,-819.0,35.86597261663039,-0.16793680050520376,0.057449057253880165,-0.128370046126411,101.0,45.0,0.06732137428772857,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,1,0,7,538.7142857142857,3771.0,115.09428461586742,0.5209939576402876,0.7483600731375392,0.8670199120193846,450,93,0.11933174224343675,4,373.5,1494.0,147.46220228225724,0.23162371866789347,0.9240326741526591,0.5958739340345991,322,96,0.21552878179384202,-3.0,-165.21428571428567,-2277.0,32.367917666389815,-0.2893702389723941,0.17567260101511994,-0.27114597798478546,-128.0,3.0,0.09619703955040527,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,1,0,7,538.7142857142857,3771.0,115.09428461586742,0.5209939576402876,0.7483600731375392,0.8670199120193846,450,93,0.11933174224343675,2,456.0,912.0,139.5893577750951,0.2919176605623317,0.8201859270625167,0.7094589129731479,177,50,0.19407894736842105,-5.0,-82.71428571428567,-2859.0,24.495073159227672,-0.22907629707795585,0.07182585392497753,-0.15756099904623666,-273.0,-43.0,0.0747472051249843,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d20h00m_1_pre,1,0,7,538.7142857142857,3771.0,115.09428461586742,0.5209939576402876,0.7483600731375392,0.8670199120193846,450,93,0.11933174224343675,3,445.3333333333333,1336.0,146.57260693119704,0.26799500602550935,0.8973030418322425,0.7010799240492567,233,45,0.17440119760479042,-4.0,-93.38095238095235,-2435.0,31.47832231532962,-0.2529989516147782,0.14894296869470336,-0.16593998797012788,-217.0,-48.0,0.05506945536135367,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,1,0,7,538.7142857142857,3771.0,115.09428461586742,0.5209939576402876,0.7483600731375392,0.8670199120193846,450,93,0.11933174224343675,3,662.3333333333334,1987.0,200.59054822091784,0.20822033065925782,0.9024807299186645,0.6037592556388166,367,82,0.18470055359838952,-4.0,123.6190476190477,-1784.0,85.49626360505042,-0.31277362698102973,0.1541206567811253,-0.26326065638056795,-83.0,-11.0,0.06536881135495277,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,1,1,2,714.5,1429.0,119.00052301026327,0.6312963324928241,0.6241726018928256,0.8983423122749926,169,29,0.11826452064380685,4,782.75,3131.0,181.46677477306463,0.3672176490329876,0.8780060377734769,0.7817698587473019,371,63,0.1184924944107314,2.0,68.25,1702.0,62.46625176280136,-0.26407868345983654,0.2538334358806512,-0.11657245352769074,202.0,34.0,0.00022797376692454407,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,1,1,2,714.5,1429.0,119.00052301026327,0.6312963324928241,0.6241726018928256,0.8983423122749926,169,29,0.11826452064380685,6,629.6666666666666,3778.0,155.11998547244067,0.3519538502552344,0.8673325413437155,0.728510210394186,530,123,0.14028586553732134,4.0,-84.83333333333337,2349.0,36.11946246217741,-0.27934248223758973,0.24315993945088987,-0.16983210188080666,361.0,94.0,0.022021344893514483,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,1,1,2,714.5,1429.0,119.00052301026327,0.6312963324928241,0.6241726018928256,0.8983423122749926,169,29,0.11826452064380685,4,857.0,3428.0,204.73759005323595,0.29884313533981427,0.8610080652897998,0.6778870089224247,464,75,0.1353558926487748,2.0,142.5,1999.0,85.73706704297268,-0.33245319715300986,0.23683546339697414,-0.2204553033525679,295.0,46.0,0.017091372004967936,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,1,1,2,714.5,1429.0,119.00052301026327,0.6312963324928241,0.6241726018928256,0.8983423122749926,169,29,0.11826452064380685,3,907.6666666666666,2723.0,278.5692398419415,0.16742595535403373,0.9279914363008781,0.5122602645566817,487,102,0.17884686008079323,1.0,193.16666666666663,1294.0,159.56871683167824,-0.4638703771387904,0.30381883440805246,-0.3860820477183109,318.0,73.0,0.06058233943698638,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d20h00m_1_pre,1,1,2,714.5,1429.0,119.00052301026327,0.6312963324928241,0.6241726018928256,0.8983423122749926,169,29,0.11826452064380685,4,496.0,1984.0,173.90306627407986,0.21713442861629131,0.7986401852754069,0.6007235924456514,427,105,0.21522177419354838,2.0,-218.5,555.0,54.9025432638166,-0.41416190387653284,0.17446758338258128,-0.2976187198293412,258.0,76.0,0.09695725354974152,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,1,1,2,714.5,1429.0,119.00052301026327,0.6312963324928241,0.6241726018928256,0.8983423122749926,169,29,0.11826452064380685,4,585.75,2343.0,218.09697859310748,0.21546036894275733,0.9191149649382157,0.6350203572062798,499,117,0.2129748186086214,2.0,-128.75,914.0,99.09645558284421,-0.4158359635500668,0.29494236304539,-0.2633219550687128,330.0,88.0,0.09471029796481456,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,1,2,2,755.0,1510.0,120.00052301026327,0.6520788802603629,0.6357811472788059,0.898413267931583,116,24,0.07682119205298013,3,895.0,2685.0,158.75602444176175,0.5117082994228547,0.6896107440642684,0.7879325439486351,226,22,0.08417132216014897,1.0,140.0,1175.0,38.75550143149849,-0.1403705808375082,0.05382959678546251,-0.11048072398294795,110.0,-2.0,0.00735013010716884,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,1,2,2,755.0,1510.0,120.00052301026327,0.6520788802603629,0.6357811472788059,0.898413267931583,116,24,0.07682119205298013,3,1321.0,3963.0,217.18614707571905,0.34745848104839316,0.8785960585403233,0.7796508368511427,352,56,0.08882159979813273,1.0,566.0,2453.0,97.18562406545578,-0.3046203992119697,0.24281491126151744,-0.11876243108044038,236.0,32.0,0.012000407745152597,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,1,2,2,755.0,1510.0,120.00052301026327,0.6520788802603629,0.6357811472788059,0.898413267931583,116,24,0.07682119205298013,3,1139.6666666666667,3419.0,222.33606289848763,0.28219323128704143,0.76577035807186,0.7118265728307391,388,71,0.11348347470020474,1.0,384.66666666666674,1909.0,102.33553988822436,-0.36988564897332143,0.12998921079305414,-0.1865866951008439,272.0,47.0,0.03666228264722461,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,1,2,2,755.0,1510.0,120.00052301026327,0.6520788802603629,0.6357811472788059,0.898413267931583,116,24,0.07682119205298013,2,1533.5,3067.0,327.64318164425754,0.1819576867507977,0.8553844725319673,0.6616304816396912,419,90,0.13661558526247147,0.0,778.5,1557.0,207.64265863399427,-0.47012119350956516,0.2196033252531614,-0.23678278629189187,303.0,66.0,0.05979439320949134,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d20h00m_1_pre,1,2,2,755.0,1510.0,120.00052301026327,0.6520788802603629,0.6357811472788059,0.898413267931583,116,24,0.07682119205298013,3,710.3333333333334,2131.0,221.23555783509929,0.17105075743090503,0.7533008090949282,0.6296731287328735,401,103,0.18817456593148757,1.0,-44.66666666666663,621.0,101.23503482483602,-0.48102812282945784,0.11751966181612239,-0.26874013919870954,285.0,79.0,0.11135337387850744,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,1,2,2,755.0,1510.0,120.00052301026327,0.6520788802603629,0.6357811472788059,0.898413267931583,116,24,0.07682119205298013,2,1025.0,2050.0,223.36753236814712,0.27259544498632043,0.8984271598056737,0.7122866691706244,256,39,0.1248780487804878,0.0,270.0,540.0,103.36700935788386,-0.37948343527404244,0.2626460125268678,-0.1861265987609586,140.0,15.0,0.048056856727507674,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,2,0,4,684.75,2739.0,141.0286976033153,0.5254503870680394,0.767424209854171,0.8486665256015441,280,58,0.1022270901788974,6,644.0,3864.0,134.05873007774952,0.4977041751042228,0.7278296021071146,0.8328296176007944,443,96,0.114648033126294,2.0,-40.75,1125.0,-6.969967525565778,-0.027746211963816547,-0.039594607747056476,-0.01583690800074966,163.0,38.0,0.012420942947396596,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,2,0,4,684.75,2739.0,141.0286976033153,0.5254503870680394,0.767424209854171,0.8486665256015441,280,58,0.1022270901788974,5,501.2,2506.0,136.40407640085652,0.3482012042088698,0.7308099180085437,0.7740376256949297,398,91,0.15881883479648842,1.0,-183.55,-233.0,-4.624621202458769,-0.17724918285916957,-0.03661429184562737,-0.07462889990661437,118.0,33.0,0.05659174461759102,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,2,0,4,684.75,2739.0,141.0286976033153,0.5254503870680394,0.767424209854171,0.8486665256015441,280,58,0.1022270901788974,3,407.6666666666667,1223.0,137.54891766057523,0.3262448825192531,0.676580384813699,0.73042950452239,231,71,0.18887980376124286,-1.0,-277.0833333333333,-1516.0,-3.479779942740066,-0.19920550454878627,-0.09084382504047206,-0.11823702107915413,-49.0,13.0,0.08665271358234546,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d16h00m_1_pre,2,0,4,684.75,2739.0,141.0286976033153,0.5254503870680394,0.767424209854171,0.8486665256015441,280,58,0.1022270901788974,2,193.0,386.0,115.47970773009196,0.21441377619548907,0.7596196102151132,0.5166076496644652,139,40,0.3601036269430052,-2.0,-491.75,-2353.0,-25.548989873223334,-0.3110366108725503,-0.007804599639057885,-0.33205887593707895,-141.0,-18.0,0.25787653676410777,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d20h00m_1_pre,2,0,4,684.75,2739.0,141.0286976033153,0.5254503870680394,0.767424209854171,0.8486665256015441,280,58,0.1022270901788974,4,387.75,1551.0,153.08047429861193,0.2596433063145822,0.8535473733670537,0.6642166460743919,365,93,0.23533204384268214,0.0,-297.0,-1188.0,12.051776695296638,-0.26580708075345716,0.08612316351288263,-0.1844498795271522,85.0,35.0,0.13310495366378472,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_01d00h00m_1_pre,2,0,4,684.75,2739.0,141.0286976033153,0.5254503870680394,0.767424209854171,0.8486665256015441,280,58,0.1022270901788974,4,378.0,1512.0,156.51676579962717,0.21560233901413942,0.8282144800221084,0.5533301678205075,380,109,0.25132275132275134,0.0,-306.75,-1227.0,15.488068196311872,-0.3098480480539,0.060790270167937366,-0.2953363577810366,100.0,51.0,0.14909566114385392,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d04h00m_1_pre,2,1,6,519.8333333333334,3119.0,99.08326112068522,0.6614115731646539,0.567777305799829,0.9022779651813395,245,38,0.0785508175697339,6,603.5,3621.0,111.94518993322754,0.5997117175671126,0.7541484892965259,0.878075868278788,306,50,0.08450704225352113,0.0,83.66666666666663,502.0,12.861928812542317,-0.06169985559754132,0.1863711834966969,-0.024202096902551484,61.0,12.0,0.005956224683787231,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d08h00m_1_pre,2,1,6,519.8333333333334,3119.0,99.08326112068522,0.6614115731646539,0.567777305799829,0.9022779651813395,245,38,0.0785508175697339,7,378.57142857142856,2650.0,136.54577398543321,0.2890125740330029,0.7975401907961474,0.675017192138126,547,131,0.20641509433962263,1.0,-141.26190476190482,-469.0,37.46251286474799,-0.37239899913165103,0.22976288499631836,-0.22726077304321346,302.0,93.0,0.12786427676988874,,,False
A172_Phase_A7_1_1_pre,A172_Phase_A7_1_00d00h00m_1_pre,A172_Phase_A7_1_00d12h00m_1_pre,2,1,6,519.8333333333334,3119.0,99.08326112068522,0.6614115731646539,0.567777305799829,0.9022779651813395,245,38,0.0785508175697339,4,409.5,1638.0,139.96651326793298,0.285723746759956,0.7645950378827682,0.6117952482021104,322,73,0.19658119658119658,-2.0,-110.33333333333337,-1481.0,40.88325214724776,-0.37568782640469794,0.19681773208293918,-0.2904827169792291,77.0,35.0,0.11803037901146268,,,False
